Date,AXISBANK.NS,HDFCBANK.NS,ICICIBANK.NS,KOTAKBANK.NS
2025-07-29,1063.3798828125,994.3539428710938,1462.4906005859375,393.86004638671875
2025-07-30,1072.472900390625,996.4197998046875,1458.751220703125,391.2644958496094
2025-07-31,1067.57666015625,992.6815795898438,1457.7672119140625,395.0379943847656
2025-08-01,1061.581298828125,989.7304077148438,1448.12353515625,397.7932434082031
2025-08-04,1067.7764892578125,979.7947387695312,1439.8575439453125,398.7116394042969
2025-08-05,1069.974853515625,972.7118530273438,1421.3575439453125,399.9095764160156
2025-08-06,1070.1746826171875,976.499267578125,1420.5703125,399.789794921875
2025-08-07,1075.37060546875,981.4671020507812,1417.322998046875,397.73333740234375
2025-08-08,1057.2845458984375,970.8920288085938,1412.9931640625,389.8669128417969
2025-08-11,1072.472900390625,981.5654296875,1413.681884765625,394.4989013671875
2025-08-12,1069.1754150390625,968.924560546875,1410.112060546875,391.1247253417969
2025-08-13,1065.178466796875,974.0399169921875,1408.922119140625,396.8548583984375
2025-08-14,1067.376708984375,979.35205078125,1415.3677978515625,394.9581298828125
2025-08-18,1081.7657470703125,985.5003662109375,1422.606689453125,399.5901184082031
2025-08-19,1082.365234375,979.35205078125,1424.29248046875,405.2803039550781
2025-08-20,1079.3675537109375,977.9256591796875,1418.64013671875,402.8045654296875
2025-08-21,1078.068603515625,979.4012451171875,1433.911376953125,402.8644714355469
2025-08-22,1070.07470703125,966.317626953125,1424.3917236328125,396.63525390625
2025-08-25,1069.1754150390625,966.0717163085938,1421.2183837890625,395.97637939453125
2025-08-26,1049.290771484375,957.5625,1404.7572021484375,392.46246337890625
2025-08-28,1051.08935546875,942.2162475585938,1387.4034423828125,388.2696838378906
2025-08-29,1044.39453125,936.1171264648438,1386.1143798828125,391.3843078613281
2025-09-01,1060.6820068359375,935.1333618164062,1399.2039794921875,393.04144287109375
2025-09-02,1055.385986328125,929.1326904296875,1382.54443359375,387.8304443359375
2025-09-03,1053.88720703125,938.9207763671875,1385.321044921875,391.3643493652344
2025-09-04,1049.590576171875,945.610107421875,1393.75,389.2679443359375
2025-09-05,1055.0863037109375,947.7251586914062,1391.0726318359375,388.4294128417969
2025-09-08,1054.6866455078125,950.2828369140625,1390.973388671875,389.3478088378906
2025-09-09,1051.3890380859375,949.4467163085938,1391.9649658203125,391.40423583984375
2025-09-10,1069.2752685546875,950.1845092773438,1392.163330078125,393.9798278808594
2025-09-11,1086.56201171875,952.0535278320312,1389.882568359375,393.7801513671875
2025-09-12,1104.4482421875,951.5617065429688,1405.847900390625,393.7801513671875
2025-09-15,1103.5489501953125,951.3157348632812,1407.5338134765625,393.4806823730469
2025-09-16,1120.3359375,951.1190185546875,1409.71533203125,403.64312744140625
2025-09-17,1125.13232421875,950.7747192382812,1407.33544921875,409.353271484375
2025-09-18,1132.1268310546875,961.0055541992188,1409.814453125,410.2117919921875
2025-09-19,1135.024658203125,951.168212890625,1390.4775390625,405.49993896484375
2025-09-22,1143.51806640625,948.5121459960938,1389.783447265625,403.64312744140625
2025-09-23,1169.8978271484375,941.6260375976562,1382.6436767578125,408.83416748046875
2025-09-24,1158.0069580078125,935.5761108398438,1371.1405029296875,405.5598449707031
2025-09-25,1165.700927734375,934.3955688476562,1364.29833984375,402.0059814453125
2025-09-26,1153.1107177734375,929.6737060546875,1348.233642578125,398.27239990234375
2025-09-29,1131.327392578125,934.8382568359375,1336.829833984375,397.6335144042969
2025-09-30,1130.7279052734375,935.5269165039062,1336.730712890625,397.8531494140625
2025-10-01,1158.6064453125,949.5450439453125,1360.530029296875,411.94879150390625
2025-10-03,1180.08984375,949.4467163085938,1353.786865234375,419.3759765625
2025-10-06,1211.865478515625,957.6116333007812,1352.001953125,428.4602966308594
2025-10-07,1185.885498046875,966.514404296875,1364.3974609375,424.6468811035156
2025-10-08,1179.690185546875,962.7762451171875,1358.8443603515625,422.83001708984375
2025-10-09,1166.5003662109375,961.2022094726562,1364.69482421875,428.1807861328125
2025-10-10,1179.4903564453125,964.9404296875,1368.7607421875,429.27886962890625
2025-10-13,1188.6832275390625,961.1038818359375,1367.8681640625,429.6781921386719
2025-10-14,1175.8931884765625,961.25146484375,1372.52880859375,429.6182861328125
2025-10-15,1168.6986083984375,962.3335571289062,1386.7093505859375,429.1790466308594
2025-10-16,1195.378173828125,978.1715698242188,1405.451416015625,440.3197937011719
2025-10-17,1199.2750244140625,986.2381591796875,1424.5899658203125,440.3996887207031
2025-10-20,1225.05517578125,986.6316528320312,1378.6771240234375,441.9969177246094
2025-10-21,1236.3465576171875,991.3043823242188,1370.4464111328125,438.6427001953125
2025-10-23,1257.8299560546875,992.386474609375,1352.2994384765625,444.35284423828125
2025-10-24,1240.9429931640625,978.5650634765625,1366.182373046875,436.6461486816406
2025-10-27,1253.133544921875,986.6316528320312,1366.083251953125,428.9794006347656
2025-10-28,1245.339599609375,987.2218627929688,1351.7044677734375,431.4151916503906
2025-10-29,1247.837646484375,991.451904296875,1358.9434814453125,429.3587341308594
2025-10-30,1237.6455078125,981.9097900390625,1351.0103759765625,426.70330810546875
2025-10-31,1231.8499755859375,971.2362670898438,1334.0533447265625,419.71539306640625
2025-11-03,1232.749267578125,976.499267578125,1335.14404296875,421.97149658203125
2025-11-04,1225.6546630859375,969.2196655273438,1325.7235107421875,418.5973205566406
2025-11-06,1227.55322265625,968.6294555664062,1309.3614501953125,415.92193603515625
2025-11-07,1221.857666015625,966.317626953125,1331.7724609375,416.940185546875
2025-11-10,1216.0621337890625,968.4818725585938,1336.730712890625,417.81866455078125
